"id","status","city","state","postalCode","dmaName","latitude","longitude","Carrols"
"5972","Open","SCOTT AFB","IL","62222","St. Louis, MO","38.540848","-89.871871",FALSE
"5970","Open","COLUMBUS","OH","43223","Columbus, OH","39.930265","-83.050302",FALSE
"5969","Open","APOPKA","FL","32703","Orlando-Daytona Bch, FL","28.670957","-81.455174",FALSE
"5967","Open","EL PASO","TX","79932","El Paso, TX","31.839850","-106.574950",FALSE
"5965","Open","POULSBO","WA","98370","Seattle-Tacoma, WA","47.741633","-122.639922",FALSE
"5964","Open","Loves Park","IL","61111","Rockford, IL","42.318595","-89.025618",FALSE
"5963","Open","JEFFERSON CITY","TN","37760","Knoxville, TN","36.116493","-83.488799",FALSE
"5960","Open","JANESVILLE","WI","53546","Madison, WI","42.649514","-89.030709",FALSE
"5959","Open","HOUSTON","TX","77074","Houston, TX","29.699019","-95.517960",FALSE
"5958","Open","MOUNT OLIVE","NC","28365","Raleigh Durham, NC","35.211678","-78.063071",FALSE
"25911","Open","Yuma","AZ","85365","El Centro-Yuma, CA","32.698428","-114.613903",FALSE
"5986","Open","CHICAGO","IL","60608","Chicago, IL","41.851768","-87.688865",FALSE
"5985","Open","Gonzales","LA","70737","Baton Rouge, LA","30.211116","-90.942142",FALSE
"5984","Open","BERWYN","IL","60402","Chicago, IL","41.851070","-87.793053",FALSE
"5983","Remodel","LANSING","IL","60438","Chicago, IL","41.591069","-87.558274",FALSE
"5982","Open","ALSIP","IL","60803","Chicago, IL","41.673133","-87.720374",FALSE
"5981","Open","Meridian","MS","39301","Meridian, MS","32.355279","-88.689027",FALSE
"5980","Open","PELL CITY","AL","35125","Birmingham, AL","33.604276","-86.283152",FALSE
"5976","Open","ASHLAND","OH","44805","Cleveland, OH","40.861353","-82.324437",TRUE
"5975","Open","Clio","MI","48420","Flint-Saginaw-Bay City, MI","43.177002","-83.765259",FALSE
"6000","Remodel","FORT LAUDERDALE","FL","33309","Miami-Ft. Lauderdale, FL","26.205895","-80.155444",FALSE
"5998","Remodel","MIDWAY PARK","NC","28544","Greenville-New Bern-Wash, NC","34.717133","-77.325654",TRUE
"5997","Open","Standish","MI","48658","Flint-Saginaw-Bay City, MI","43.972620","-83.959152",FALSE
"5996","Open","CASTROVILLE","CA","95012","Salinas-Monterey, CA","36.761895","-121.753240",FALSE
"5994","Open","NEW PALTZ","NY","12561","Long Island-Westch - Sub","41.743424","-74.072566",FALSE
"5991","Open","MEDLEY","FL","33166","Miami-Ft. Lauderdale, FL","25.841106","-80.313984",FALSE
"5990","Open","Melbourne","FL","32935","Orlando-Daytona Bch, FL","28.147830","-80.672200",FALSE
"5988","Open","FREMONT","MI","49412","Grand Rapids-Kalmzoo, MI","43.467627","-85.966523",FALSE
"5987","Open","SOUTH HAVEN","MI","49090","Grand Rapids-Kalmzoo, MI","42.395511","-86.269725",FALSE
"6006","Open","Harvey","LA","70058","New Orleans, LA","29.871739","-90.081355",FALSE
"27401","Open","Jacksonville","FL","32219","Jacksonville-Brunswick, FL","30.440700","-81.762172",FALSE
"6022","Open","DENVER","CO","80211","Denver, CO","39.769605","-105.006783",FALSE
"6018","Open","WHEELERSBURG","OH","45694","Charleston - Huntington, WV","38.715179","-82.857261",FALSE
"6017","Open","MENOMONIE","WI","54751","Lacrosse-E Claire, WI","44.876217","-91.923672",FALSE
"6013","Open","Marion","IA","52302","Cedar Rapids-Waterloo-Dubuq, IA","42.033021","-91.586489",FALSE
"6012","Open","JAMESTOWN","NY","14701","Buffalo, NY","42.097396","-79.290026",TRUE
"6011","Open","CORNING","NY","14830","Elmira, NY","42.143945","-77.059650",TRUE
"6010","Open","RALEIGH","NC","27613","Raleigh Durham, NC","35.886626","-78.679079",FALSE
"29400","Open","Clementon","NJ","08021","Philadelphia, PA","39.803550","-75.042178",FALSE
"6007","Remodel","TACOMA","WA","98438","Seattle-Tacoma, WA","47.134573","-122.491446",FALSE
"6005","Open","LEWISTON","ME","04240","Portland-Auburn, ME","44.121769","-70.202345",TRUE
"6001","Open","CHESAPEAKE","VA","23320","Norfolk-Portsmouth, VA","36.785759","-76.255078",FALSE
"6023","Open","LOS ANGELES","CA","90003","Los Angeles, CA","33.974541","-118.282543",FALSE
"29564","Open","Wewahitchka","FL","32465","Panama City, FL","30.108254","-85.199907",FALSE
"22456","Open","Horn Lake","MS","38637","Memphis, TN","34.963188","-90.041884",TRUE
"18414","Open","MESQUITE","TX","75149","Dallas-Ft. Worth, TX","32.767427","-96.624471",FALSE
"26118","Open","Logansport","IN","46947","Indianapolis, IN","40.757900","-86.337998",FALSE
"27323","Open","Zillah","WA","98953","Yakima-Psco-Rchlnd-Kennwck, WA","46.405636","-120.276770",FALSE
"29920","Open","Mountain Top","PA","18707","Wlks Barre-Scrntn, PA","41.073410","-75.990525",FALSE
"28294","Open","Port Richey","FL","34668","Tampa-St. Petersburg, FL","28.290563","-82.710590",FALSE
"24447","Open","Surprise","AZ","85379","Phoenix, AZ","33.623722","-112.393476",FALSE
"18461","Open","SOMERSET","PA","15501","Johnstown-Altoona, PA","39.999200","-79.046491",FALSE
"25984","Open","Mes","AZ","85212","Phoenix, AZ","33.364502","-111.653694",FALSE
"6033","Open","PARAGOULD","AR","72450","Jonesboro, AR","36.059379","-90.514672",FALSE
"6030","Open","CARTHAGE","MO","64836","Joplin-Pittsburg, MO","37.179262","-94.323452",FALSE
"6029","Open","NEWBERG","OR","97132","Portland, OR","45.305382","-122.949234",FALSE
"6028","Open","SAN JOSE","CA","95111","San Francisco-Oak-San Jose, CA","37.279216","-121.835910",FALSE
"6024","Open","MOUNT PLEASANT","MI","48858","Traverse City-Cadilc, MI","43.611163","-84.747310",FALSE
"6038","Open","St. Louis","MO","63115","St. Louis, MO","38.676668","-90.253529",FALSE
"6037","Open","Harrisonburg","VA","22801","Harrisonburg, VA","38.421259","-78.893400",FALSE
"6052","Open","YOUNGSTOWN","OH","44509","Youngstown, OH","41.102797","-80.710487",FALSE
"6048","Open","Tuscaloosa","AL","35406","Birmingham, AL","33.233458","-87.538360",FALSE
"6047","Open","ASTORIA","OR","97103","Portland, OR","46.190768","-123.839256",FALSE
"6046","Open","TUCSON","AZ","85714","Tucson-Nogales, AZ","32.162787","-110.941630",FALSE
"6042","Open","POMONA","CA","91768","Los Angeles, CA","34.062122","-117.786966",FALSE
"6040","Open","FEDERAL WAY","WA","98003","Seattle-Tacoma, WA","47.289282","-122.318028",FALSE
"6051","Open","GIRARD","OH","44420","Youngstown, OH","41.150629","-80.699643",FALSE
"6049","Open","NEWTON","IA","50208","Des Moines-Ames, IA","41.699081","-93.044894",FALSE
"6066","Open","TAUNTON","MA","02780","Boston, MA","41.887464","-71.120871",FALSE
"6065","Open","MONTGOMERY","AL","36117","Montgomery, AL","32.360273","-86.213702",FALSE
"6063","Open","FUQUAY VARINA","NC","27526","Raleigh Durham, NC","35.591879","-78.778907",TRUE
"6062","Open","FULLERTON","CA","92832","Los Angeles, CA","33.858902","-117.925573",FALSE
"6061","Open","Brownsburg","IN","46112","Indianapolis, IN","39.856966","-86.393035",FALSE
"6057","Open","Raceland","LA","70394","New Orleans, LA","29.692551","-90.551605",FALSE
"6054","Open","SALINAS","CA","93907","Salinas-Monterey, CA","36.800473","-121.664620",FALSE
"6053","Open","TITUSVILLE","PA","16354","Erie, PA","41.625723","-79.673487",FALSE
"6064","Open","Charlottesville","VA","22901","Charlottesville, VA","38.064868","-78.488261",FALSE
"6082","Open","Plaquemine","LA","70764","Baton Rouge, LA","30.280461","-91.227236",FALSE
"6077","Open","SOUTH ELGIN","IL","60177","Chicago, IL","42.004167","-88.296198",FALSE
"6076","Open","NEPHI","UT","84648","Salt Lake City, UT","39.679017","-111.840301",FALSE
"6074","Open","MIAMISBURG","OH","45342","Dayton, OH","39.640486","-84.267670",FALSE
"6073","Open","FRANKLIN","NC","28734","Greenville-Spart-Asheville, SC","35.165676","-83.400380",TRUE
"6072","Open","MURPHY","NC","28906","Chattanooga, TN","35.108449","-84.009843",FALSE
"6070","Open","SHENANDOAH","PA","17976","Wlks Barre-Scrntn, PA","40.817392","-76.200073",TRUE
"6093","Open","COLBY","KS","67701","Wichita-Hutchinson, KS","39.368066","-101.054248",FALSE
"6091","Open","MILWAUKEE","WI","53204","Milwaukee, WI","43.010524","-87.929762",FALSE
"6090","Open","PATERSON","NJ","07501","New Jersey - Sub","40.913477","-74.179426",FALSE
"6089","Open","Georgetown","DE","19947","Salisbury, MD","38.698483","-75.399902",FALSE
"6088","Open","MEDFORD","NJ","08055","Philadelphia, PA","39.902519","-74.834243",FALSE
"6084","Open","JACKSONVILLE","IL","62650","Springfield-Decatur-Chmpg, IL","39.722838","-90.243475",TRUE
"6105","Open","Northport","AL","35476","Birmingham, AL","33.240032","-87.594379",FALSE
"6104","Open","Iowa City","IA","52240","Cedar Rapids-Waterloo-Dubuq, IA","41.645122","-91.528077",FALSE
"6103","Open","NEW ALBANY","IN","47150","Louisville, KY","38.331752","-85.819230",TRUE
"6102","Open","WASHINGTON","PA","15301","Pittsburgh, PA","40.178729","-80.260389",TRUE
"6101","Open","NEW ALBANY","IN","47150","Louisville, KY","38.308708","-85.844074",TRUE
"6100","Open","VANCOUVER","WA","98686","Portland, OR","45.717681","-122.653040",FALSE
"6098","Open","Hilliard","OH","43026","Columbus, OH","40.027293","-83.160686",FALSE
"6097","Open","MONTICELLO","IN","47960","Indianapolis, IN","40.759279","-86.766076",TRUE
"6096","Open","Charlotte","NC","28216","Charlotte, NC","35.266351","-80.881387",FALSE
"6095","Open","OCALA","FL","34471","Gainesville, FL","29.159376","-82.087280",FALSE
"6121","Open","Morgantown","WV","26505","Clarksburg-Weston, WV","39.650506","-79.969386",FALSE
"6120","Open","BRODHEADSVILLE","PA","18322","Wlks Barre-Scrntn, PA","40.920387","-75.404257",FALSE
"6119","Open","EAST HARTFORD","CT","06118","Hartford-New Haven, CT","41.764390","-72.613632",FALSE
"6117","Open","CORNING","CA","96021","Chico-Redding, CA","39.927237","-122.197917",FALSE
"6116","Open","BRONX","NY","10458","New York City - Sub","40.862569","-73.896334",FALSE
"6137","Open","KAYENTA","AZ","86033","Phoenix, AZ","36.707516","-110.252484",FALSE
"6136","Open","HAMILTON","OH","45011","Cincinnati, OH","39.378907","-84.549223",FALSE
"6134","Open","OAKDALE","CA","95361","Sacramento-Stockton, CA","37.772930","-120.829680",FALSE
"6133","Open","STAFFORD","VA","22554","Washington, DC","38.474228","-77.418051",FALSE
"6132","Open","GRAY","TN","37615","Bristol-Kport (Tri-Cities),TN","36.409900","-82.475191",FALSE
"6130","Open","OMAK","WA","98841","Spokane, WA","48.417124","-119.509514",FALSE
"6129","Open","Mobile","AL","36607","Mobile-Pensacola, AL","30.701885","-88.116257",FALSE
"6128","Open","Bowling Green","KY","42104","Bowling Green, KY","36.942910","-86.421680",FALSE
"6127","Open","East Windsor","CT","06088","Hartford-New Haven, CT","41.930749","-72.606413",FALSE
"30026","Open","Taunton","MA","02780","Boston, MA","41.883172","-71.065719",FALSE
"30169","Open","Prince Frederick","MD","20678","Washington, DC","38.556373","-76.596073",TRUE
"6151","Open","YAKIMA","WA","98902","Yakima-Psco-Rchlnd-Kennwck, WA","46.585676","-120.544668",FALSE
"6150","Open","FORT PAYNE","AL","35968","Huntsville-Decatur, AL","34.437349","-85.753239",FALSE
"6149","Open","New Iberia","LA","70563","Lafayette, LA","30.000951","-91.799817",FALSE
"6147","Open","PRESCOTT VALLEY","AZ","86314","Phoenix, AZ","34.585461","-112.330190",FALSE
"28906","Open","Yuba City","CA","95991","Sacramento-Stockton, CA","39.099987","-121.617897",FALSE
"6144","Open","LYNCHBURG","VA","24501","Roanoke-Lynchburg, VA","37.380820","-79.134200",TRUE
"29103","Open","VA","VA","23669","Norfolk-Portsmouth, VA","37.035397","-76.363521",FALSE
"6143","Open","Loganville","GA","30052","Atlanta, GA","33.833864","-83.885489",FALSE
"6153","Open","TRAVELERS REST","SC","29690","Greenville-Spart-Asheville, SC","34.963591","-82.431241",TRUE
"29064","Open","Elk City","OK","73644","Oklahoma City, OK","35.407168","-99.379263",FALSE
"28626","Open","Ft Worth","TX","76179","Dallas-Ft. Worth, TX","32.880692","-97.392875",FALSE
"29233","Open","Orange Beach","AL","36561","Mobile-Pensacola, AL","30.290952","-87.620460",FALSE
"28991","Open","Park City","KS","67219","Wichita-Hutchinson, KS","37.781633","-97.326618",FALSE
"25907","Open","Elberton","GA","30635","Greenville-Spart-Asheville, SC","34.104109","-82.853369",FALSE
"26142","Open","Phoenix","AZ","85016","Phoenix, AZ","33.494813","-112.030205",FALSE
"25272","Open","Chicago","IL","60620","Chicago, IL","41.755960","-87.663826",FALSE
"29147","Open","Washington","DC","20002","Washington, DC","38.917136","-76.999837",FALSE
"18566","Open","PRYOR","OK","74361","Tulsa, OK","36.298895","-95.321541",FALSE
"18532","Open","MAPLE VALLEY","WA","98038","Seattle-Tacoma, WA","47.362642","-122.020810",FALSE
"26138","Open","Roseville","MI","48066","Detroit, MI","42.491856","-82.939902",FALSE
"18538","Open","MESQUITE","TX","75150","Dallas-Ft. Worth, TX","32.811360","-96.629760",FALSE
"25989","Open","Airmont","NY","10901","Long Island-Westch - Sub","41.111293","-74.106966",FALSE
"26541","Open","San Antonio","FL","33576","Tampa-St. Petersburg, FL","28.326582","-82.325877",FALSE
"18516","Open","WINTERS","CA","95694","Sacramento-Stockton, CA","38.531018","-121.955554",FALSE
"22632","Open","Houston","TX","77093","Houston, TX","29.821930","-95.342610",FALSE
"18521","Open","COLUMBUS","OH","43219","Columbus, OH","39.998071","-82.883555",FALSE
"18522","Open","LAS VEGAS","NV","89111","Las Vegas, NV","36.089936","-115.153439",FALSE
"26185","Open","Franklin","NJ","08873","New Jersey - Sub","40.485784","-74.473009",FALSE
"30459","Open","Bogart","GA","30622","Atlanta, GA","33.920584","-83.515866",FALSE
"18509","Open","JEFFERSON TOWNSHIP","PA","18436","Wlks Barre-Scrntn, PA","41.408870","-75.505590",FALSE
"26579","Open","McCalla","AL","35111","Birmingham, AL","33.278726","-87.098904",FALSE
"25882","Open","Claxton","GA","30417","Savannah, GA","32.162771","-81.903527",FALSE
"25593","Open","San Antonio","TX","78258","San Antonio, TX","29.643014","-98.481070",FALSE
"25781","Open","La Vernia","TX","78121","San Antonio, TX","29.356980","-98.129535",FALSE
"25693","Open","Sabinal","TX","78881","San Antonio, TX","29.317892","-99.466681",FALSE
"6160","Open","SPRINGFIELD","IL","62704","Springfield-Decatur-Chmpg, IL","39.769642","-89.707390",TRUE
"6159","Open","WATERLOO","IA","50701","Cedar Rapids-Waterloo-Dubuq, IA","42.495921","-92.375656",FALSE
"6157","Open","APPLETON","WI","54911","Green Bay-Appleton, WI","44.287852","-88.374233",FALSE
"6167","Open","SAINT CLAIR SHORES","MI","48082","Detroit, MI","42.521012","-82.898391",TRUE
"6165","Open","Carbondale","PA","18407","Wlks Barre-Scrntn, PA","41.570165","-75.507182",FALSE
"6163","Open","Rancho Cucamonga","CA","91701","Los Angeles, CA","34.121952","-117.574682",FALSE
"6184","Open","BARBOURVILLE","KY","40906","Lexington, KY","36.856062","-83.867652",FALSE
"6183","Open","Lansing","MI","48917","Lansing, MI","42.741539","-84.660190",FALSE
"6179","Open","SMITHFIELD","VA","23430","Norfolk-Portsmouth, VA","36.956710","-76.603123",FALSE
"6178","Open","Muscatine","IA","52761","Davenport-RI-Moline, IA","41.448515","-91.030950",FALSE
"6177","Open","Hastings","MI","49058","Grand Rapids-Kalmzoo, MI","42.648087","-85.305790",FALSE
"6171","Open","AKRON","OH","44312","Cleveland, OH","41.030287","-81.426994",TRUE
"6169","Open","PAW PAW","MI","49079","Grand Rapids-Kalmzoo, MI","42.209111","-85.891675",FALSE
"6190","Open","BEALE AFB","CA","95903","Sacramento-Stockton, CA","39.116322","-121.389016",FALSE
"6188","Open","HOUSTON","TX","77036","Houston, TX","29.717225","-95.538656",FALSE
"6186","Open","AURORA","IN","47001","Cincinnati, OH","39.074833","-84.893141",TRUE
"6211","Open","East Moline","IL","61244","Davenport-RI-Moline, IA","41.488960","-90.432448",FALSE
"6207","Open","CONYERS","GA","30013","Atlanta, GA","33.631282","-83.978225",FALSE
"6205","Open","PUYALLUP","WA","98373","Seattle-Tacoma, WA","47.154363","-122.357356",FALSE
"6202","Open","LOS ANGELES","CA","90001","Los Angeles, CA","33.974891","-118.234933",FALSE
"6200","Open","DENVER","CO","80220","Denver, CO","39.740485","-104.903186",FALSE
"6194","Open","UPLAND","CA","91786","Los Angeles, CA","34.105822","-117.668815",FALSE
"6208","Open","PADUCAH","KY","42001","Paducah-Cape Gir, KY","37.078721","-88.676951",FALSE
"6234","Open","GOLDEN","CO","80401","Denver, CO","39.752500","-105.216742",FALSE
"6228","Open","ELIZABETHTOWN","NC","28337","Wilmington, NC","34.632249","-78.618259",TRUE
"6226","Open","Tucson","AZ","85746","Tucson-Nogales, AZ","32.133420","-111.000727",FALSE
"6220","Open","WOODBRIDGE","VA","22192","Washington, DC","38.639842","-77.299294",FALSE
"6219","Open","HUDSONVILLE","MI","49426","Grand Rapids-Kalmzoo, MI","42.852324","-85.862026",FALSE
"6217","Open","MANSFIELD","OH","44907","Cleveland, OH","40.697377","-82.511853",TRUE
"6216","Open","CLAYTON","NC","27520","Raleigh Durham, NC","35.640895","-78.450390",FALSE
"6215","Open","MOUNT JULIET","TN","37122","Nashville, TN","36.231398","-86.518956",TRUE
"6212","Open","Hornell","NY","14843","Elmira, NY","42.327219","-77.661890",TRUE
"6253","Open","Columbus","IN","47201","Indianapolis, IN","39.200130","-85.954120",FALSE
"6252","Open","ANTIOCH","IL","60002","Chicago, IL","42.470620","-88.095085",FALSE
"6250","Open","KANNAPOLIS","NC","28083","Charlotte, NC","35.505562","-80.608463",TRUE
"6249","Open","GOODYEAR","AZ","85338","Phoenix, AZ","33.451321","-112.358717",FALSE
"6248","Open","KISSIMMEE","FL","34747","Orlando-Daytona Bch, FL","28.338963","-81.594361",FALSE
"6247","Open","SPRINGVILLE","NY","14141","Buffalo, NY","42.509075","-78.688728",TRUE
"6239","Open","West Chester","OH","45069","Cincinnati, OH","39.354108","-84.369084",FALSE
"6237","Open","Roaring Spring","PA","16673","Johnstown-Altoona, PA","40.339673","-78.394472",FALSE
"6280","Open","Marietta","GA","30066","Atlanta, GA","34.014094","-84.554883",FALSE
"6278","Open","WADESBORO","NC","28170","Charlotte, NC","34.965883","-80.060400",FALSE
