"id","city","state","postalCode","dmaName","latitude","longitude","Carrols","Remodel"
"1906","BRUNSWICK","ME","04011","Portland-Auburn, ME","43.907221","-69.917801",TRUE,FALSE
"6439","OXNARD","CA","93036","Los Angeles, CA","34.224006","-119.149811",FALSE,FALSE
"6441","PHOENIXVILLE","PA","19460","Philadelphia, PA","40.139378","-75.545401",FALSE,FALSE
"6443","WELLSVILLE","NY","14895","Buffalo, NY","42.126647","-77.968734",TRUE,FALSE
"6446","COLUMBUS","GA","31907","Columbus, GA","32.522976","-84.890257",FALSE,FALSE
"6447","STREATOR","IL","61364","Chicago, IL","41.144019","-88.835528",FALSE,FALSE
"1923","LEXINGTON","KY","40511","Lexington, KY","38.071948","-84.478263",FALSE,FALSE
"6467","NORTH WILKESBORO","NC","28659","Greensboro-Wstn-Salem, NC","36.177778","-81.143606",TRUE,FALSE
"6468","HUNTSVILLE","AL","35810","Huntsville-Decatur, AL","34.773111","-86.585888",FALSE,FALSE
"1950","Baltimore","MD","21230","Baltimore, MD","39.248656","-76.639255",FALSE,FALSE
"1949","INDIANAPOLIS","IN","46203","Indianapolis, IN","39.711426","-86.082112",TRUE,FALSE
"1948","SYRACUSE","NY","13206","Syracuse, NY","43.076078","-76.088546",TRUE,FALSE
"1947","NEWARK","NY","14513","Rochester, NY","43.046370","-77.112470",TRUE,FALSE
"1943","ANTIOCH","CA","94509","San Francisco-Oak-San Jose, CA","38.005134","-121.835355",FALSE,FALSE
"1940","WESTBOROUGH","MA","01581","Boston, MA","42.285837","-71.608129",FALSE,FALSE
"1938","SANFORD","NC","27330","Raleigh Durham, NC","35.464499","-79.151750",TRUE,FALSE
"1937","newhall","CA","91321","Los Angeles, CA","34.377909","-118.563701",FALSE,FALSE
"1936","ESCONDIDO","CA","92027","San Diego, CA","33.134477","-117.057491",FALSE,FALSE
"1932","SAN JOSE","CA","95123","San Francisco-Oak-San Jose, CA","37.249943","-121.863564",FALSE,FALSE
"6455","MADISON","GA","30650","Atlanta, GA","33.559552","-83.476358",FALSE,FALSE
"6456","CANTON","OH","44706","Cleveland, OH","40.780679","-81.418712",TRUE,FALSE
"6460","McKinney","TX","75069","Dallas-Ft. Worth, TX","33.216645","-96.632178",FALSE,FALSE
"6461","BILOXI","MS","39531","Biloxi-Gulfport, MS","30.401504","-88.975755",FALSE,FALSE
"6462","Port Huron","MI","48060","Detroit, MI","42.972831","-82.453144",FALSE,FALSE
"6465","FORT MYERS","FL","33908","Ft. Myers-Naples, FL","26.466130","-81.831820",FALSE,FALSE
"6482","LEBANON","TN","37087","Nashville, TN","36.213779","-86.322364",TRUE,FALSE
"6483","HOUSTON","TX","77083","Houston, TX","29.688797","-95.644334",FALSE,FALSE
"6484","HOUSTON","TX","77063","Houston, TX","29.736941","-95.532449",FALSE,FALSE
"6485","ANGOLA","IN","46703","Ft. Wayne, IN","41.656296","-84.999023",TRUE,FALSE
"6486","Tucson","AZ","85713","Tucson-Nogales, AZ","32.178175","-110.994489",FALSE,FALSE
"1965","TAMPA","FL","33609","Tampa-St. Petersburg, FL","27.938242","-82.506244",FALSE,FALSE
"1963","ST PETERSBURG","FL","33711","Tampa-St. Petersburg, FL","27.771243","-82.681582",FALSE,FALSE
"1958","JACKSONVILLE","FL","32208","Jacksonville-Brunswick, FL","30.390341","-81.678420",FALSE,FALSE
"1957","JACKSONVILLE","FL","32210","Jacksonville-Brunswick, FL","30.261642","-81.740738",FALSE,TRUE
"1955","JACKSONVILLE","FL","32254","Jacksonville-Brunswick, FL","30.328684","-81.730704",FALSE,FALSE
"1954","JACKSONVILLE","FL","32216","Jacksonville-Brunswick, FL","30.266701","-81.616773",FALSE,FALSE
"1952","JACKSONVILLE","FL","32206","Jacksonville-Brunswick, FL","30.354506","-81.653542",FALSE,FALSE
"1951","JACKSONVILLE","FL","32204","Jacksonville-Brunswick, FL","30.312697","-81.695717",FALSE,FALSE
"6475","Cedar Rapids","IA","52404","Cedar Rapids-Waterloo-Dubuq, IA","41.944566","-91.672588",FALSE,FALSE
"6477","ROXBORO","NC","27573","Raleigh Durham, NC","36.392462","-78.988841",TRUE,FALSE
"6478","COLLIERVILLE","TN","38017","Memphis, TN","35.047141","-89.703889",TRUE,FALSE
"6479","NASHVILLE","TN","37221","Nashville, TN","36.074614","-86.922830",TRUE,FALSE
"1994","NEWBURGH","NY","12550","Long Island-Westch - Sub","41.521045","-74.023512",TRUE,FALSE
"1990","Frederick","MD","21702","Washington, DC","39.417251","-77.440592",FALSE,FALSE
"1989","Providence","RI","02904","Providence-New Bedford, RI","41.858657","-71.411305",FALSE,FALSE
"1986","SHEBOYGAN","WI","53081","Milwaukee, WI","43.756700","-87.721945",FALSE,FALSE
"1985","Shavertown","PA","18708","Wlks Barre-Scrntn, PA","41.320028","-75.941491",FALSE,FALSE
"1982","Fayetteville","AR","72703","Ft. Smith, AR","36.094254","-94.153249",FALSE,FALSE
"1981","TAMPA","FL","33610","Tampa-St. Petersburg, FL","27.995626","-82.430465",FALSE,FALSE
"1980","JACKSONVILLE","FL","32209","Jacksonville-Brunswick, FL","30.346975","-81.690417",FALSE,TRUE
"1979","TITUSVILLE","FL","32796","Orlando-Daytona Bch, FL","28.614986","-80.807092",FALSE,TRUE
"6487","MYRTLE BEACH","SC","29588","Florence-Myrtle Beach, SC","33.681457","-79.000473",FALSE,FALSE
"6488","Mobile","AL","36695","Mobile-Pensacola, AL","30.639676","-88.191729",FALSE,FALSE
"6489","NEWPORT","KY","41071","Cincinnati, OH","39.084211","-84.482346",TRUE,FALSE
"2011","FRANKLIN","NJ","07416","New Jersey - Sub","41.119027","-74.580080",FALSE,FALSE
"2010","E STROUDSBURG","PA","18301","Wlks Barre-Scrntn, PA","40.993067","-75.183875",TRUE,FALSE
"2008","OXON HILL","MD","20745","Washington, DC","38.804359","-76.978669",TRUE,FALSE
"2006","NORTH HAVEN","CT","06473","Hartford-New Haven, CT","41.398144","-72.853895",FALSE,FALSE
"2003","Phillipsburg","NJ","08865","Philadelphia, PA","40.697552","-75.178354",FALSE,FALSE
"2002","HERKIMER","NY","13350","Utica, NY","43.024587","-74.986943",TRUE,FALSE
"1997","AMESBURY","MA","01913","Boston, MA","42.845474","-70.907143",FALSE,TRUE
"1996","AURORA","CO","80012","Denver, CO","39.696813","-104.846703",FALSE,FALSE
"2027","KINGSTON","NY","12401","Long Island-Westch - Sub","41.965654","-73.989748",TRUE,FALSE
"2025","KNOXVILLE","TN","37920","Knoxville, TN","35.910318","-83.850925",TRUE,FALSE
"2022","YUBA CITY","CA","95991","Sacramento-Stockton, CA","39.141825","-121.621270",FALSE,FALSE
"2021","PORT JERVIS","NY","12771","Long Island-Westch - Sub","41.375395","-74.694016",TRUE,FALSE
"2020","NEWBURGH","NY","12550","Long Island-Westch - Sub","41.505655","-74.072070",TRUE,FALSE
"2019","NORWICH","NY","13815","Binghamton, NY","42.512952","-75.522463",TRUE,FALSE
"2014","AURORA","IL","60505","Chicago, IL","41.756269","-88.281537",FALSE,FALSE
"2013","kearney","NE","68845","Lincoln-Hastings, NE","40.682363","-99.085998",FALSE,FALSE
"2012","CAMPBELL","CA","95008","San Francisco-Oak-San Jose, CA","37.294549","-121.950230",FALSE,FALSE
"2042","MANLIUS","NY","13104","Syracuse, NY","43.001880","-75.979539",TRUE,FALSE
"2041","LEBANON","PA","17042","Harrisburg-Lancaster-York, PA","40.342193","-76.398506",TRUE,FALSE
"2040","CORAM","NY","11727","Long Island-Westch - Sub","40.871883","-72.997723",FALSE,FALSE
"2038","WEST MEMPHIS","AR","72301","Memphis, TN","35.146795","-90.195184",TRUE,FALSE
"2037","VACAVILLE","CA","95688","Sacramento-Stockton, CA","38.361550","-121.971892",FALSE,FALSE
"2036","VALDOSTA","GA","31601","Tallahassee-Thomasville, FL","30.818574","-83.314682",FALSE,FALSE
"2033","AMSTERDAM","NY","12010","Albany-Schenectady-Troy, NY","42.969516","-74.187595",TRUE,FALSE
"2032","FAIRFIELD","CA","94533","Sacramento-Stockton, CA","38.273764","-122.034614",FALSE,FALSE
"2028","MACON","GA","31211","Macon, GA","32.856956","-83.617613",FALSE,FALSE
"2051","Phoenix","AZ","85034","Phoenix, AZ","33.436571","-112.048805",FALSE,FALSE
"2066","SANTA CRUZ","CA","95062","Salinas-Monterey, CA","36.980847","-122.007528",FALSE,FALSE
"2064","BUFFALO GROVE","IL","60089","Chicago, IL","42.138807","-87.989513",FALSE,FALSE
"2056","SHERMAN OAKS","CA","91403","Los Angeles, CA","34.163224","-118.448930",FALSE,FALSE
"2055","EL CERRITO","CA","94530","San Francisco-Oak-San Jose, CA","37.902335","-122.303964",FALSE,FALSE
"2054","SAN ANGELO","TX","76904","San Angelo, TX","31.422323","-100.466900",FALSE,FALSE
"2072","KINGSTON","NY","12401","Long Island-Westch - Sub","41.925843","-73.992003",TRUE,FALSE
"2070","HUDSON","NY","12534","Albany-Schenectady-Troy, NY","42.254535","-73.766402",TRUE,FALSE
"2087","TALLAHASSEE","FL","32301","Tallahassee-Thomasville, FL","30.412555","-84.280962",FALSE,FALSE
"2084","KEIZER","OR","97303","Portland, OR","44.978475","-123.027280",FALSE,FALSE
"2080","Carlisle","PA","17013","Harrisburg-Lancaster-York, PA","40.199868","-77.171732",FALSE,TRUE
"2078","Winter Haven","FL","33880","Tampa-St. Petersburg, FL","28.004470","-81.730332",FALSE,FALSE
"2074","DURANGO","CO","81301","Albuquerque-Santa Fe, NM","37.279365","-107.878988",FALSE,FALSE
"2073","COBLESKILL","NY","12043","Albany-Schenectady-Troy, NY","42.680711","-74.472662",TRUE,FALSE
"2068","WATERTOWN","NY","13601","Watertown, NY","43.973828","-75.904053",TRUE,FALSE
"18811","Harrisonburg","VA","22801","Harrisonburg, VA","38.424148","-78.839447",FALSE,FALSE
"18802","Kingsport","TN","37660","Bristol-Kport (Tri-Cities),TN","36.550839","-82.563970",FALSE,FALSE
"18803","GLENPOOL","OK","74033","Tulsa, OK","35.959591","-96.008549",FALSE,FALSE
"18804","Elizabethtown","KY","42701","Louisville, KY","37.672875","-85.910404",FALSE,FALSE
"22834","Birmingham","AL","35214","Birmingham, AL","33.564980","-86.896300",FALSE,FALSE
"18793","CROSBY","TX","77532","Houston, TX","29.891902","-95.063738",FALSE,FALSE
"25701","Pittsburg","KS","66762","Joplin-Pittsburg, MO","37.434772","-94.705311",FALSE,FALSE
"26974","Lebanon","IN","46052","Indianapolis, IN","40.046609","-86.483759",FALSE,FALSE
"26703","Sharonville","OH","45241","Cincinnati, OH","39.294495","-84.392006",TRUE,FALSE
"26650","Liberty Township","OH","45011","Cincinnati, OH","39.416920","-84.471647",TRUE,FALSE
"25783","Leander","TX","78641","Austin, TX","30.582212","-97.857951",FALSE,FALSE
"26599","Chicago","IL","60661","Chicago, IL","41.878024","-87.641585",FALSE,FALSE
"18767","Davenport","IA","52807","Davenport-RI-Moline, IA","41.578723","-90.528204",FALSE,FALSE
"27346","Delaware","OH","43015","Columbus, OH","40.307681","-83.097020",TRUE,FALSE
"18773","North Hollywood","CA","91605","Los Angeles, CA","34.200994","-118.384164",FALSE,FALSE
"18748","Allegan","MI","49010","Grand Rapids-Kalmzoo, MI","42.532118","-85.871702",FALSE,FALSE
"22748","Fort Smith","AR","72903","Ft. Smith, AR","35.346150","-94.341619",FALSE,FALSE
"26318","Newark","NJ","07102","New Jersey - Sub","40.734260","-74.173454",FALSE,FALSE
"6498","EAGAN","MN","55122","Minneapolis-St Paul, MN","44.789620","-93.205811",FALSE,FALSE
"6499","DELANO","CA","93215","Bakersfield, CA","35.790213","-119.248706",FALSE,TRUE
"6501","MESQUITE","TX","75150","Dallas-Ft. Worth, TX","32.835170","-96.631210",FALSE,FALSE
"6502","DENISON","TX","75020","Ada-Sherman, OK","33.761988","-96.583197",FALSE,FALSE
"6503","BEDFORD","OH","44146","Cleveland, OH","41.393708","-81.536850",FALSE,FALSE
"6504","TWINSBURG","OH","44087","Cleveland, OH","41.310752","-81.447962",FALSE,FALSE
"6491","FOSTORIA","OH","44830","Toledo, OH","41.170402","-83.421298",TRUE,FALSE
"6492","ALBANY","GA","31705","Albany, GA","31.551835","-84.137446",FALSE,FALSE
"6494","NASHVILLE","TN","37210","Nashville, TN","36.143352","-86.744765",TRUE,FALSE
"23481","Killeen","TX","76549","Waco-Temple-Bryan, TX","31.108103","-97.801050",FALSE,FALSE
"26100","Morgantown","WV","26508","Clarksburg-Weston, WV","39.594407","-79.954351",FALSE,FALSE
"6520","PADUCAH","KY","42003","Paducah-Cape Gir, KY","37.053838","-88.649062",FALSE,FALSE
"6506","Norcross","GA","30092","Atlanta, GA","33.962024","-84.208086",FALSE,FALSE
"6508","KISSIMMEE","FL","34744","Orlando-Daytona Bch, FL","28.292804","-81.365523",FALSE,FALSE
"6530","OAKDALE","MN","55128","Minneapolis-St Paul, MN","44.962753","-92.962509",FALSE,FALSE
"6531","KAILUA","HI","96734","Honolulu, HI","21.422566","-157.747751",FALSE,FALSE
"6535","MACON","GA","31210","Macon, GA","32.870367","-83.701096",FALSE,FALSE
"6523","LAMBERTVILLE","MI","48144","Toledo, OH","41.748210","-83.625595",FALSE,FALSE
"6525","SOUTH ZANESVILLE","OH","43701","Zanesville, OH","39.906673","-82.017915",FALSE,FALSE
"6527","DAYTONA BCH SHR","FL","32118","Orlando-Daytona Bch, FL","29.152273","-80.969963",FALSE,FALSE
"6528","Bethlehem","PA","18020","Philadelphia, PA","40.673670","-75.344659",FALSE,FALSE
"6544","FORT RUCKER","AL","36362","Dothan, AL","31.336319","-85.710678",FALSE,FALSE
"6545","FAIRMONT","MN","56031","Mankato, MN","43.651619","-94.447955",FALSE,FALSE
"6546","WINTER SPRINGS","FL","32708","Orlando-Daytona Bch, FL","28.647395","-81.272117",FALSE,FALSE
"25683","Commerce","TX","75428","Dallas-Ft. Worth, TX","33.246662","-95.912434",FALSE,FALSE
"6538","YORKSHIRE","NY","14173","Buffalo, NY","42.529616","-78.478935",TRUE,FALSE
"6539","KITTERY","ME","03904","Portland-Auburn, ME","43.114683","-70.729931",FALSE,FALSE
"6540","DAYTON","OH","45417","Dayton, OH","39.760802","-84.252891",TRUE,FALSE
"6541","Levelland","TX","79336","Lubbock, TX","33.578998","-102.368169",FALSE,FALSE
"6542","CADILLAC","MI","49601","Traverse City-Cadilc, MI","44.237201","-85.453686",FALSE,FALSE
"6563","WAKE FOREST","NC","27587","Raleigh Durham, NC","35.982084","-78.539423",FALSE,FALSE
"25717","Cheektowaga","NY","14225","Buffalo, NY","42.913472","-78.763132",FALSE,FALSE
"6561","BRISTOL","PA","19007","Philadelphia, PA","40.110800","-74.853705",FALSE,FALSE
"6562","SWANNANOA","NC","28778","Greenville-Spart-Asheville, SC","35.599284","-82.404519",TRUE,FALSE
"25804","Huntingdon","PA","16652","Johnstown-Altoona, PA","40.490602","-78.044152",FALSE,FALSE
"6547","BLACK RIVER FALLS","WI","54615","Lacrosse-E Claire, WI","44.293220","-90.828763",FALSE,FALSE
"6548","FITZGERALD","GA","31750","Albany, GA","31.692942","-83.244968",FALSE,FALSE
"6551","COLORADO SPRINGS","CO","80918","Colorado Springs-Pueblo, CO","38.892715","-104.752238",FALSE,FALSE
"6552","WATERLOO","IA","50702","Cedar Rapids-Waterloo-Dubuq, IA","42.467374","-92.320611",FALSE,FALSE
"6554","GREENVILLE","SC","29607","Greenville-Spart-Asheville, SC","34.820371","-82.340682",FALSE,FALSE
"6555","VANDENBERG AFB","CA","93437","Santa Barbara, CA","34.736758","-120.535317",FALSE,FALSE
"6579","WALNUT CREEK","CA","94597","San Francisco-Oak-San Jose, CA","37.925643","-122.063364",FALSE,FALSE
"6581","LOS ANGELES","CA","90006","Los Angeles, CA","34.040342","-118.291929",FALSE,FALSE
"6576","HAZARD","KY","41701","Lexington, KY","37.254446","-83.198853",FALSE,FALSE
"6565","Fort Wainwright","AK","99703","Fairbanks, AK","64.820966","-147.634278",FALSE,FALSE
"6566","ANCHORAGE","AK","99506","Anchorage, AK","61.239739","-149.806069",FALSE,FALSE
"6574","SOUTH BEND","IN","46619","South Bend-Elkhart, IN","41.671480","-86.314058",FALSE,FALSE
"6575","MACOMB","MI","48044","Detroit, MI","42.629086","-82.934684",FALSE,FALSE
"6596","MEMPHIS","TN","38104","Memphis, TN","35.137445","-90.027505",TRUE,FALSE
"6597","BAKERSFIELD","CA","93304","Bakersfield, CA","35.317961","-119.030877",FALSE,FALSE
"6598","STOUGHTON","MA","02072","Boston, MA","42.101938","-71.067642",FALSE,FALSE
"2108","MARTINSVILLE","VA","24112","Roanoke-Lynchburg, VA","36.691327","-79.853545",TRUE,FALSE
"2103","BATAVIA","NY","14020","Buffalo, NY","43.001575","-78.194426",TRUE,FALSE
"2099","SOUTHINGTON","CT","06489","Hartford-New Haven, CT","41.638606","-72.874568",FALSE,FALSE
"2097","New Bedford","MA","02745","Providence-New Bedford, RI","41.680034","-70.940260",FALSE,FALSE
"2095","EWING","NJ","08638","Philadelphia, PA","40.245844","-74.764595",FALSE,FALSE
"2093","DANVILLE","VA","24540","Roanoke-Lynchburg, VA","36.594386","-79.410935",TRUE,FALSE
"2090","Milford","OH","45150","Cincinnati, OH","39.190544","-84.256561",FALSE,FALSE
"2089","KALAMAZOO","MI","49048","Grand Rapids-Kalmzoo, MI","42.325171","-85.517551",TRUE,FALSE
"6582","ANCHORAGE","AK","99505","Anchorage, AK","61.252153","-149.691912",FALSE,FALSE
"6583","Clinton","IA","52732","Davenport-RI-Moline, IA","41.855256","-90.186164",FALSE,FALSE
"6584","JACKSON","GA","30233","Atlanta, GA","33.294073","-83.962064",FALSE,FALSE
"6585","GRESHAM","OR","97030","Portland, OR","45.504138","-122.435352",FALSE,FALSE
"6588","HARRISBURG","PA","17112","Harrisburg-Lancaster-York, PA","40.322186","-76.788495",TRUE,FALSE
"6590","WHITE BEAR LAKE","MN","55110","Minneapolis-St Paul, MN","45.079782","-93.050246",FALSE,FALSE
"2106","NEW CASTLE","DE","19720","Philadelphia, PA","39.665353","-75.604550",FALSE,FALSE
"6593","Jonesboro","GA","30236","Atlanta, GA","33.578353","-84.374198",FALSE,FALSE
"2105","ALTAMONTE SPRINGS","FL","32701","Orlando-Daytona Bch, FL","28.663236","-81.375256",FALSE,FALSE
"6612","CLARKSVILLE","IN","47129","Louisville, KY","38.315895","-85.759533",TRUE,FALSE
"6614","TAMPA","FL","33609","Tampa-St. Petersburg, FL","27.945213","-82.521904",FALSE,FALSE
"6615","MANKATO","MN","56001","Mankato, MN","44.160358","-94.018092",FALSE,FALSE
"2131","ST AUGUSTINE","FL","32084","Jacksonville-Brunswick, FL","29.870098","-81.323828",FALSE,FALSE
"2129","AUGUSTA","ME","04330","Portland-Auburn, ME","44.312919","-69.795369",TRUE,FALSE
"2125","NEW CITY","NY","10956","Long Island-Westch - Sub","41.141781","-73.990641",FALSE,FALSE
"2124","WAYCROSS","GA","31501","Jacksonville-Brunswick, FL","31.207068","-82.337812",FALSE,FALSE
"2119","LONG BEACH","CA","90806","Los Angeles, CA","33.804790","-118.188911",FALSE,FALSE
"2116","BALDWIN PARK","CA","91706","Los Angeles, CA","34.084900","-117.965246",FALSE,FALSE
"2113","DENVILLE","NJ","07834","New Jersey - Sub","40.895863","-74.486115",FALSE,FALSE
"2112","BATTLE CREEK","MI","49015","Grand Rapids-Kalmzoo, MI","42.297078","-85.233428",TRUE,FALSE
"2110","NACOGDOCHES","TX","75965","Tyler-Longview, TX","31.630561","-94.652921",FALSE,FALSE
"2109","GREEN BROOK","NJ","08812","New Jersey - Sub","40.602395","-74.479023",FALSE,FALSE
"6600","EMPORIA","VA","23847","Richmond- Petersburg, VA","36.703266","-77.543590",FALSE,FALSE
"6601","BEAUFORT","NC","28516","Greenville-New Bern-Wash, NC","34.726053","-76.645362",TRUE,FALSE
"6606","CHRISTIANSBURG","VA","24073","Roanoke-Lynchburg, VA","37.166585","-80.422101",TRUE,FALSE
"6607","ORLANDO","FL","32818","Orlando-Daytona Bch, FL","28.578791","-81.475846",FALSE,FALSE
"6608","BUTTE","MT","59701","Butte-Bozeman, MT","45.983804","-112.510107",FALSE,FALSE
"6610","Troy","OH","45373","Dayton, OH","40.055418","-84.237989",FALSE,FALSE
"2127","Hazle Township","PA","18202","Wlks Barre-Scrntn, PA","40.982495","-75.980314",FALSE,FALSE
"6623","GREENVILLE","OH","45331","Dayton, OH","40.115231","-84.621934",FALSE,FALSE
"6624","Pensacola","FL","32506","Mobile-Pensacola, AL","30.401986","-87.318732",FALSE,FALSE
"6625","MANSFIELD","OH","44906","Cleveland, OH","40.767334","-82.589939",TRUE,FALSE
"6630","BINGHAMTON","NY","13905","Binghamton, NY","42.109236","-75.940479",TRUE,FALSE
"2146","VAILS GATE","NY","12584","Long Island-Westch - Sub","41.458553","-74.055381",TRUE,FALSE
"2143","GAITHERSBURG","MD","20877","Washington, DC","39.119862","-77.182030",FALSE,FALSE
"2142","LEVITTOWN","PA","19056","Philadelphia, PA","40.133586","-74.884966",FALSE,FALSE
"2140","wintersville","OH","43953","Pittsburgh, PA","40.375102","-80.705061",FALSE,FALSE
"2139","St. Louis","MO","63139","St. Louis, MO","38.602964","-90.292279",FALSE,FALSE
"2137","Seekonk","MA","02771","Providence-New Bedford, RI","41.797269","-71.331088",FALSE,FALSE
"2135","CRYSTAL LAKE","IL","60014","Chicago, IL","42.229350","-88.330428",FALSE,FALSE
"2134","South Attleboro","MA","27030","Providence-New Bedford, RI","41.913936","-71.360851",FALSE,FALSE
"2132","Glendale","CA","91205","Los Angeles, CA","34.142623","-118.239233",FALSE,FALSE
"6616","WINSTON SALEM","NC","27103","Greensboro-Wstn-Salem, NC","36.062812","-80.303802",TRUE,FALSE
"6617","WALDORF","MD","20603","Washington, DC","38.612265","-76.927677",FALSE,FALSE
"6620","DE LAND","FL","32720","Orlando-Daytona Bch, FL","28.996497","-81.303792",FALSE,FALSE
"6621","DEFUNIAK SPRINGS","FL","32435","Panama City, FL","30.698685","-86.123136",FALSE,FALSE
"6622","SOUTH BEND","IN","46614","South Bend-Elkhart, IN","41.630004","-86.233910",FALSE,FALSE
"2162","BRIDGEPORT","CT","06606","Long Island-Westch - Sub","41.217739","-73.213561",FALSE,FALSE
"2161","COOKEVILLE","TN","38501","Nashville, TN","36.138965","-85.502156",TRUE,FALSE
"2160","MONTGOMERY","IL","60538","Chicago, IL","41.727452","-88.319721",FALSE,FALSE
"2159","READING","PA","19605","Philadelphia, PA","40.386350","-75.926979",TRUE,FALSE
"2152","SAN LEANDRO","CA","94578","San Francisco-Oak-San Jose, CA","37.705418","-122.128041",FALSE,FALSE
"2151","LUFKIN","TX","75901","Tyler-Longview, TX","31.333688","-94.719363",FALSE,FALSE
"2150","WILMINGTON","NC","28401","Wilmington, NC","34.224646","-77.944348",TRUE,FALSE
"2148","SOUTHFIELD","MI","48034","Detroit, MI","42.500260","-83.305233",TRUE,FALSE
"6631","TULLY","NY","13159","Syracuse, NY","42.799697","-76.123989",FALSE,FALSE
"6632","DANVILLE","KY","40422","Lexington, KY","37.618301","-84.772593",FALSE,FALSE
"6633","MINT HILL","NC","28227","Charlotte, NC","35.172782","-80.657264",TRUE,FALSE
